Symbol,Date,Close
AXP,1/3/2022,168.21
AXP,1/4/2022,173.61
AXP,1/5/2022,171.76
AXP,1/6/2022,172.9
AXP,1/7/2022,174.38
AXP,1/10/2022,173.74
AXP,1/11/2022,175.38
AXP,1/12/2022,174.47
AXP,1/13/2022,173.29
AXP,1/14/2022,168.4
AXP,1/18/2022,166.17
AXP,1/19/2022,161.39
AXP,1/20/2022,160.92
AXP,1/21/2022,158.74
AXP,1/24/2022,158.93
AXP,1/25/2022,173.11
AXP,1/26/2022,175.32
AXP,1/27/2022,171.9
AXP,1/28/2022,177.06
AXP,1/31/2022,179.82
AXP,2/1/2022,183.54
AXP,2/2/2022,184.16
AXP,2/3/2022,184.04
AXP,2/4/2022,185.85
AXP,2/7/2022,187.87
AXP,2/8/2022,194
AXP,2/9/2022,196.4
AXP,2/10/2022,195.51
AXP,2/11/2022,191.81
AXP,2/14/2022,192.35
AXP,2/15/2022,197.98
AXP,2/16/2022,198.38
AXP,2/17/2022,195.71
AXP,2/18/2022,194.88
AXP,2/22/2022,192.44
AXP,2/23/2022,188.95
AXP,2/24/2022,188.35
AXP,2/25/2022,193.71
AXP,2/28/2022,194.54
AXP,3/1/2022,178.06
AXP,3/2/2022,180.31
AXP,3/3/2022,179.89
AXP,3/4/2022,172.95
AXP,3/7/2022,159.13
AXP,3/8/2022,160.05
AXP,3/9/2022,168.65
AXP,3/10/2022,169.6
AXP,3/11/2022,167.9
AXP,3/14/2022,172.79
AXP,3/15/2022,176.04
AXP,3/16/2022,180.61
AXP,3/17/2022,186.97
AXP,3/18/2022,190.72
AXP,3/21/2022,189.09
AXP,3/22/2022,191.33
AXP,3/23/2022,186.02
AXP,3/24/2022,188.89
AXP,3/25/2022,190.28
AXP,3/28/2022,189.7
AXP,3/29/2022,190.94
AXP,3/30/2022,189.76
AXP,3/31/2022,187
AXP,4/1/2022,187.17
AXP,4/4/2022,187.66
AXP,4/5/2022,185.4
AXP,4/6/2022,183.71
AXP,4/7/2022,182.39
AXP,4/8/2022,183.7
AXP,4/11/2022,177.57
AXP,4/12/2022,175.54
AXP,4/13/2022,179.59
AXP,4/14/2022,181.16
AXP,4/18/2022,184.48
AXP,4/19/2022,187.17
AXP,4/20/2022,188.46
AXP,4/21/2022,185.74
AXP,4/22/2022,180.54
AXP,4/25/2022,184.1
AXP,4/26/2022,178.65
AXP,4/27/2022,177.63
AXP,4/28/2022,181.98
AXP,4/29/2022,174.71
AXP,5/2/2022,171.62
AXP,5/3/2022,172.11
AXP,5/4/2022,177.82
AXP,5/5/2022,171.01
AXP,5/6/2022,167.15
AXP,5/9/2022,161.02
AXP,5/10/2022,161.83
AXP,5/11/2022,159.39
AXP,5/12/2022,153.27
AXP,5/13/2022,158.75
AXP,5/16/2022,156.43
AXP,5/17/2022,161.85
AXP,5/18/2022,156.1
AXP,5/19/2022,154
AXP,5/20/2022,153.24
AXP,5/23/2022,159.04
AXP,5/24/2022,155.63
AXP,5/25/2022,160.51
AXP,5/26/2022,165.37
AXP,5/27/2022,169.6
AXP,5/31/2022,168.82
AXP,6/1/2022,165.76
AXP,6/2/2022,169.14
AXP,6/3/2022,166.83
AXP,6/6/2022,167.02
AXP,6/7/2022,168.69
AXP,6/8/2022,165.96
AXP,6/9/2022,160.98
AXP,6/10/2022,154.42
AXP,6/13/2022,146.29
AXP,6/14/2022,144.6
AXP,6/15/2022,146.22
AXP,6/16/2022,137.5
AXP,6/17/2022,144.18
AXP,6/21/2022,144.76
AXP,6/22/2022,144.39
AXP,6/23/2022,141.65
AXP,6/24/2022,146.15
AXP,6/27/2022,144.29
AXP,6/28/2022,142.19
AXP,6/29/2022,139.47
AXP,6/30/2022,138.62
AXP,7/1/2022,140.4
AXP,7/5/2022,139.65
AXP,7/6/2022,138.15
AXP,7/7/2022,141.03
AXP,7/8/2022,141.76
AXP,7/11/2022,140.58
AXP,7/12/2022,139.18
AXP,7/13/2022,139.4
AXP,7/14/2022,136.48
AXP,7/15/2022,142.48
AXP,7/18/2022,142.33
AXP,7/19/2022,147.78
AXP,7/20/2022,148.93
AXP,7/21/2022,150.18
AXP,7/22/2022,153.01
AXP,7/25/2022,153.79
AXP,7/26/2022,149.83
AXP,7/27/2022,151.63
AXP,7/28/2022,152.14
AXP,7/29/2022,154.02
AXP,8/1/2022,153.33
AXP,8/2/2022,151.6
AXP,8/3/2022,155.43
AXP,8/4/2022,156.87
AXP,8/5/2022,157.51
AXP,8/8/2022,157.28
AXP,8/9/2022,158.8
AXP,8/10/2022,162.44
AXP,8/11/2022,162.99
AXP,8/12/2022,165.84
AXP,8/15/2022,165.4
AXP,8/16/2022,165.35
AXP,8/17/2022,163.9
AXP,8/18/2022,164.65
AXP,8/19/2022,162.24
AXP,8/22/2022,157.7
AXP,8/23/2022,157.33
AXP,8/24/2022,159.13
AXP,8/25/2022,162.23
AXP,8/26/2022,157.31
AXP,8/29/2022,154.54
AXP,8/30/2022,154.66
AXP,8/31/2022,152
AXP,9/1/2022,151.11
AXP,9/2/2022,149.79
AXP,9/6/2022,148.6
AXP,9/7/2022,152.25
AXP,9/8/2022,153.52
AXP,9/9/2022,158.44
AXP,9/12/2022,162.45
AXP,9/13/2022,155.35
AXP,9/14/2022,156.3
AXP,9/15/2022,156.13
AXP,9/16/2022,153.08
AXP,9/19/2022,155.36
AXP,9/20/2022,153.48
AXP,9/21/2022,148.71
AXP,9/22/2022,143.03
AXP,9/23/2022,140.26
AXP,9/26/2022,137.45
AXP,9/27/2022,137.49
AXP,9/28/2022,140.56
AXP,9/29/2022,137.79
AXP,9/30/2022,134.91
AXP,10/3/2022,140.02
AXP,10/4/2022,145.46
AXP,10/5/2022,144.37
AXP,10/6/2022,142.38
AXP,10/7/2022,139
AXP,10/10/2022,137.51
AXP,10/11/2022,137.35
AXP,10/12/2022,136.74
AXP,10/13/2022,141.55
AXP,10/14/2022,136.81
AXP,10/17/2022,141.54
AXP,10/18/2022,145.99
AXP,10/19/2022,143.97
AXP,10/20/2022,142.42
AXP,10/21/2022,140.04
AXP,10/24/2022,141.63
AXP,10/25/2022,147.02
AXP,10/26/2022,146.88
AXP,10/27/2022,146.97
AXP,10/28/2022,150.44
AXP,10/31/2022,148.45
AXP,11/1/2022,147.08
AXP,11/2/2022,143.5
AXP,11/3/2022,139.31
AXP,11/4/2022,144.72
AXP,11/7/2022,146.98
AXP,11/8/2022,150.2
AXP,11/9/2022,145.86
AXP,11/10/2022,154.75
AXP,11/11/2022,154.89
AXP,11/14/2022,154.13
AXP,11/15/2022,153.89
AXP,11/16/2022,152.57
AXP,11/17/2022,150.64
AXP,11/18/2022,152.5
AXP,11/21/2022,152.81
AXP,11/22/2022,154.58
AXP,11/23/2022,153.93
AXP,11/25/2022,154.15
AXP,11/28/2022,150.87
AXP,11/29/2022,154.42
AXP,11/30/2022,157.59
AXP,12/1/2022,157.5
AXP,12/2/2022,156.75
AXP,12/5/2022,156.08
AXP,12/6/2022,154.7
AXP,12/7/2022,154.77
AXP,12/8/2022,154.12
AXP,12/9/2022,153.9
AXP,12/12/2022,157.31
AXP,12/13/2022,157.52
AXP,12/14/2022,154.11
AXP,12/15/2022,150.22
