Symbol,Date,Close
GS,1/3/2022,395.33
GS,1/4/2022,407.48
GS,1/5/2022,398.63
GS,1/6/2022,396.93
GS,1/7/2022,397.51
GS,1/10/2022,399.17
GS,1/11/2022,403.05
GS,1/12/2022,390.31
GS,1/13/2022,390.8
GS,1/14/2022,380.94
GS,1/18/2022,354.4
GS,1/19/2022,347.32
GS,1/20/2022,348.1
GS,1/21/2022,343.91
GS,1/24/2022,343.39
GS,1/25/2022,341.55
GS,1/26/2022,342.68
GS,1/27/2022,341.03
GS,1/28/2022,347.01
GS,1/31/2022,354.68
GS,2/1/2022,364.06
GS,2/2/2022,363.06
GS,2/3/2022,358.88
GS,2/4/2022,367.6
GS,2/7/2022,368.15
GS,2/8/2022,370.1
GS,2/9/2022,374.53
GS,2/10/2022,370.57
GS,2/11/2022,363.06
GS,2/14/2022,360.24
GS,2/15/2022,363.94
GS,2/16/2022,360.05
GS,2/17/2022,349.06
GS,2/18/2022,346.04
GS,2/22/2022,344.27
GS,2/23/2022,341.19
GS,2/24/2022,340.19
GS,2/25/2022,350.12
GS,2/28/2022,341.29
GS,3/1/2022,328.2
GS,3/2/2022,336.38
GS,3/3/2022,333.42
GS,3/4/2022,329.67
GS,3/7/2022,321.89
GS,3/8/2022,321.37
GS,3/9/2022,333.59
GS,3/10/2022,329.9
GS,3/11/2022,327
GS,3/14/2022,324.98
GS,3/15/2022,329.16
GS,3/16/2022,340.76
GS,3/17/2022,343.27
GS,3/18/2022,345.38
GS,3/21/2022,339
GS,3/22/2022,343.01
GS,3/23/2022,335.61
GS,3/24/2022,336.23
GS,3/25/2022,337.49
GS,3/28/2022,335.3
GS,3/29/2022,339.66
GS,3/30/2022,335.59
GS,3/31/2022,330.1
GS,4/1/2022,330.22
GS,4/4/2022,328.21
GS,4/5/2022,323.96
GS,4/6/2022,316.26
GS,4/7/2022,314.15
GS,4/8/2022,321.39
GS,4/11/2022,320.76
GS,4/12/2022,319.78
GS,4/13/2022,321.97
GS,4/14/2022,321.64
GS,4/18/2022,329.88
GS,4/19/2022,335.95
GS,4/20/2022,341.06
GS,4/21/2022,334.3
GS,4/22/2022,319.77
GS,4/25/2022,321.42
GS,4/26/2022,313.12
GS,4/27/2022,313.23
GS,4/28/2022,318.41
GS,4/29/2022,305.49
GS,5/2/2022,310.42
GS,5/3/2022,314.66
GS,5/4/2022,324.11
GS,5/5/2022,313.07
GS,5/6/2022,312.96
GS,5/9/2022,308.89
GS,5/10/2022,305.06
GS,5/11/2022,301.55
GS,5/12/2022,299.41
GS,5/13/2022,306.99
GS,5/16/2022,303.44
GS,5/17/2022,312.97
GS,5/18/2022,306.73
GS,5/19/2022,308.2
GS,5/20/2022,306.8
GS,5/23/2022,316.61
GS,5/24/2022,313.95
GS,5/25/2022,314.9
GS,5/26/2022,323.63
GS,5/27/2022,328.58
GS,5/31/2022,326.85
GS,6/1/2022,321.85
GS,6/2/2022,324.25
GS,6/3/2022,318.68
GS,6/6/2022,320.51
GS,6/7/2022,321.51
GS,6/8/2022,314.68
GS,6/9/2022,304.22
GS,6/10/2022,287.02
GS,6/13/2022,283.32
GS,6/14/2022,282.54
GS,6/15/2022,290.07
GS,6/16/2022,284.98
GS,6/17/2022,279.79
GS,6/21/2022,284.81
GS,6/22/2022,284.54
GS,6/23/2022,286.17
GS,6/24/2022,302.75
GS,6/27/2022,300.78
GS,6/28/2022,299.49
GS,6/29/2022,303.28
GS,6/30/2022,297.02
GS,7/1/2022,299.23
GS,7/5/2022,297.2
GS,7/6/2022,293.76
GS,7/7/2022,298.6
GS,7/8/2022,296.47
GS,7/11/2022,293.18
GS,7/12/2022,292.53
GS,7/13/2022,290.15
GS,7/14/2022,281.59
GS,7/15/2022,293.87
GS,7/18/2022,301.26
GS,7/19/2022,318.05
GS,7/20/2022,321.45
GS,7/21/2022,326.54
GS,7/22/2022,323.93
GS,7/25/2022,324.12
GS,7/26/2022,318.55
GS,7/27/2022,324.54
GS,7/28/2022,329.11
GS,7/29/2022,333.39
GS,8/1/2022,332.08
GS,8/2/2022,327.88
GS,8/3/2022,333.17
GS,8/4/2022,331.87
GS,8/5/2022,334.67
GS,8/8/2022,334.68
GS,8/9/2022,336.62
GS,8/10/2022,347.91
GS,8/11/2022,351.68
GS,8/12/2022,353.82
GS,8/15/2022,355.85
GS,8/16/2022,354.97
GS,8/17/2022,353.74
GS,8/18/2022,354.52
GS,8/19/2022,349.27
GS,8/22/2022,342.42
GS,8/23/2022,340.18
GS,8/24/2022,341.94
GS,8/25/2022,346.49
GS,8/26/2022,336.4
GS,8/29/2022,333.92
GS,8/30/2022,333.63
GS,8/31/2022,332.67
GS,9/1/2022,333.5
GS,9/2/2022,331.48
GS,9/6/2022,326.49
GS,9/7/2022,330.56
GS,9/8/2022,335.38
GS,9/9/2022,340.1
GS,9/12/2022,342.58
GS,9/13/2022,328.39
GS,9/14/2022,327.26
GS,9/15/2022,331.62
GS,9/16/2022,326.21
GS,9/19/2022,328.66
GS,9/20/2022,323.26
GS,9/21/2022,320.71
GS,9/22/2022,312.92
GS,9/23/2022,301.97
GS,9/26/2022,294.62
GS,9/27/2022,291.38
GS,9/28/2022,300.79
GS,9/29/2022,296.11
GS,9/30/2022,293.05
GS,10/3/2022,299.15
GS,10/4/2022,314.87
GS,10/5/2022,309
GS,10/6/2022,304.67
GS,10/7/2022,301.08
GS,10/10/2022,300.54
GS,10/11/2022,294.21
GS,10/12/2022,295.31
GS,10/13/2022,307.07
GS,10/14/2022,299.99
GS,10/17/2022,306.71
GS,10/18/2022,313.85
GS,10/19/2022,311.76
GS,10/20/2022,310.81
GS,10/21/2022,325.1
GS,10/24/2022,328.7
GS,10/25/2022,332.4
GS,10/26/2022,335.69
GS,10/27/2022,337.18
GS,10/28/2022,341.82
GS,10/31/2022,344.51
GS,11/1/2022,348.58
GS,11/2/2022,349.79
GS,11/3/2022,348.87
GS,11/4/2022,357.91
GS,11/7/2022,362.56
GS,11/8/2022,364.02
GS,11/9/2022,362
GS,11/10/2022,378.31
GS,11/11/2022,385.17
GS,11/14/2022,382.36
GS,11/15/2022,382.88
GS,11/16/2022,382.33
GS,11/17/2022,379.78
GS,11/18/2022,379.2
GS,11/21/2022,380.21
GS,11/22/2022,383.87
GS,11/23/2022,386.25
GS,11/25/2022,388.86
GS,11/28/2022,382.36
GS,11/29/2022,383.71
GS,11/30/2022,386.15
GS,12/1/2022,383.81
GS,12/2/2022,380.58
GS,12/5/2022,371.54
GS,12/6/2022,362.91
GS,12/7/2022,359.92
GS,12/8/2022,358.08
GS,12/9/2022,359.14
GS,12/12/2022,363.18
GS,12/13/2022,368.69
GS,12/14/2022,360.38
GS,12/15/2022,349.83
GS,12/16/2022,346.35
GS,12/19/2022,344.61
GS,12/20/2022,344.49
GS,12/21/2022,350.16
GS,12/22/2022,345.58
GS,12/23/2022,345.51
GS,12/27/2022,341.97
GS,12/28/2022,340.87
GS,12/29/2022,343.43
GS,12/30/2022,343.38
GS,1/3/2023,346.22
GS,1/4/2023,347.7
GS,1/5/2023,343.76
GS,1/6/2023,348.08
GS,1/9/2023,353
GS,1/10/2023,357.36
GS,1/11/2023,364.48
GS,1/12/2023,369.94
GS,1/13/2023,374
GS,1/17/2023,349.92
GS,1/18/2023,349.09
GS,1/19/2023,350.75
GS,1/20/2023,341.84
GS,1/23/2023,349.14
GS,1/24/2023,348.33
GS,1/25/2023,349.63
GS,1/26/2023,354.97
GS,1/27/2023,353.7
GS,1/30/2023,357.46
GS,1/31/2023,365.81
GS,2/1/2023,365.71
GS,2/2/2023,369.47
GS,2/3/2023,369.95
GS,2/6/2023,370.8
GS,2/7/2023,374.4
GS,2/8/2023,375.1
GS,2/9/2023,367.99
GS,2/10/2023,371.28
GS,2/13/2023,374.02
GS,2/14/2023,371.78
GS,2/15/2023,374.34
GS,2/16/2023,370.2
GS,2/17/2023,368.5
GS,2/21/2023,361.12
GS,2/22/2023,360.89
GS,2/23/2023,363.54
GS,2/24/2023,363.85
GS,2/27/2023,365.53
GS,2/28/2023,351.65
GS,3/1/2023,346.23
GS,3/2/2023,349.1
GS,3/3/2023,357.09
GS,3/6/2023,357.05
GS,3/7/2023,346.08
GS,3/8/2023,349.29
GS,3/9/2023,342.09
GS,3/10/2023,327.67
GS,3/13/2023,315.51
GS,3/14/2023,322.15
GS,3/15/2023,312.19
GS,3/16/2023,315.09
GS,3/17/2023,303.54
GS,3/20/2023,309.53
GS,3/21/2023,317.28
GS,3/22/2023,313.67
GS,3/23/2023,314.85
GS,3/24/2023,312.57
GS,3/27/2023,318.53
GS,3/28/2023,318.44
GS,3/29/2023,320.72
GS,3/30/2023,321.14
GS,3/31/2023,327.11
GS,4/3/2023,326.52
GS,4/4/2023,322.65
GS,4/5/2023,321.53
GS,4/6/2023,322.4
GS,4/10/2023,324.96
GS,4/11/2023,327.37
GS,4/12/2023,330.24
GS,4/13/2023,332.13
GS,4/14/2023,336.92
GS,4/17/2023,339.68
GS,4/18/2023,333.91
GS,4/19/2023,336.89
GS,4/20/2023,338.71
GS,4/21/2023,341.66
GS,4/24/2023,343.96
GS,4/25/2023,339.48
GS,4/26/2023,336.56
GS,4/27/2023,341.6
GS,4/28/2023,343.44
