Symbol,Date,Close
AAPL,1/3/2022,182.01
AAPL,1/4/2022,179.7
AAPL,1/5/2022,174.92
AAPL,1/6/2022,172
AAPL,1/7/2022,172.17
AAPL,1/10/2022,172.19
AAPL,1/11/2022,175.08
AAPL,1/12/2022,175.53
AAPL,1/13/2022,172.19
AAPL,1/14/2022,173.07
AAPL,1/18/2022,169.8
AAPL,1/19/2022,166.23
AAPL,1/20/2022,164.51
AAPL,1/21/2022,162.41
AAPL,1/24/2022,161.62
AAPL,1/25/2022,159.78
AAPL,1/26/2022,159.69
AAPL,1/27/2022,159.22
AAPL,1/28/2022,170.33
AAPL,1/31/2022,174.78
AAPL,2/1/2022,174.61
AAPL,2/2/2022,175.84
AAPL,2/3/2022,172.9
AAPL,2/4/2022,172.39
AAPL,2/7/2022,171.66
AAPL,2/8/2022,174.83
AAPL,2/9/2022,176.28
AAPL,2/10/2022,172.12
AAPL,2/11/2022,168.64
AAPL,2/14/2022,168.88
AAPL,2/15/2022,172.79
AAPL,2/16/2022,172.55
AAPL,2/17/2022,168.88
AAPL,2/18/2022,167.3
AAPL,2/22/2022,164.32
AAPL,2/23/2022,160.07
AAPL,2/24/2022,162.74
AAPL,2/25/2022,164.85
AAPL,2/28/2022,165.12
AAPL,3/1/2022,163.2
AAPL,3/2/2022,166.56
AAPL,3/3/2022,166.23
AAPL,3/4/2022,163.17
AAPL,3/7/2022,159.3
AAPL,3/8/2022,157.44
AAPL,3/9/2022,162.95
AAPL,3/10/2022,158.52
AAPL,3/11/2022,154.73
AAPL,3/14/2022,150.62
AAPL,3/15/2022,155.09
AAPL,3/16/2022,159.59
AAPL,3/17/2022,160.62
AAPL,3/18/2022,163.98
AAPL,3/21/2022,165.38
AAPL,3/22/2022,168.82
AAPL,3/23/2022,170.21
AAPL,3/24/2022,174.07
AAPL,3/25/2022,174.72
AAPL,3/28/2022,175.6
AAPL,3/29/2022,178.96
AAPL,3/30/2022,177.77
AAPL,3/31/2022,174.61
AAPL,4/1/2022,174.31
AAPL,4/4/2022,178.44
AAPL,4/5/2022,175.06
AAPL,4/6/2022,171.83
AAPL,4/7/2022,172.14
AAPL,4/8/2022,170.09
AAPL,4/11/2022,165.75
AAPL,4/12/2022,167.66
